'TITLE',"'AUTHOR (first, last)'","'AUTHOR (last, first)'",'DATE','LCC','DDC','ISBNs',"'PUBLICATION INFO'",'COMMENT','RATINGS','REVIEWS',"'ENTRY DATE'",'COPIES','SUBJECTS','COLLECTIONS','TAGS'
"Tinker, Tailor, Soldier, Spy: A George Smiley Novel","John le Carre","Carre, John le",2011,,,[0143119788],"Penguin Books (2011), Edition: Reprint, Paperback, 400 pages",,0,,"2014-09-14 19:53:53",1,"Intelligence service > Great Britain > Fiction > 
Intelligence service > Great Britain > Fiction
Large type books > 
Smiley, George (Fictitious character) > Fiction > 
Smiley, George (Fictitious character) > Fiction
Spy stories > 
Spy stories","Your library","mystery,spy,cold war,espionage,novel,RECOMMENDER:Sara"
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened","Allie Brosh","Brosh, Allie",2013,,,[1451666179],"Touchstone (2013), Edition: 0, Paperback, 384 pages",,0,,"2014-09-14 23:33:57",1,,"Your library","humor,depression,dogs,memoir"
Grendel,"John Gardner","Gardner, John",1989,,,[0679723110],"Vintage (1989), Paperback, 192 pages",,0,,"2014-09-15 18:22:19",1,"Beowulf > Adaptations > 
Dragons > Fiction > 
Dragons > Fiction
Epic poetry, English (Old) > Adaptations > 
Epic poetry, English (Old) > Adaptations
Epic poetry, English (old) > Adaptions > 
Fantastic fiction > 
Fantastic fiction
Fantasy fiction > 
Heroes > Fiction > 
Heroes > Fiction
Heroes > Scandinavia > Fiction > 
Heroes > Scandinavia > Fiction
Historical fiction > 
Historical fiction
Large type books > 
Monsters > Fiction > 
Monsters > Fiction
Organized crime > Comic books, strips, etc > 
Organized crime > Comic books, strips, etc","Your library","beowulf,mythology,existentialism,metafiction,novel,RECOMMENDER:Julia,REFERENCES:0393320979"
"Crisis of Possession in Voodoo","Louis Mars","Mars, Louis",1977,,,[0918408008],"Reed Cannon & Johnson Pub (1977), Edition: First Reed, Cannon & Johnson Co. Printin, Paperback",,0,,"2014-09-15 18:22:21",1,,"Your library","voodoo,possession,anthropology,nonfiction"
"Hieronymus Bosch","Wilhelm Fraenger","Fraenger, Wilhelm",1983,,,[088029339X],"Dorset House Publishing Co Inc (1983), Edition: 0, Hardcover",,0,,"2014-09-15 18:24:43",1,"Bosch, Hieronymus, d. 1516","Your library","art,nonfiction,symbols"
"Beowulf: A New Verse Translation (Bilingual Edition)","Seamus Heaney","Heaney, Seamus",2001,,,[0393320979],"W. W. Norton & Company (2001), Edition: 1st, Paperback, 256 pages",,0,,"2014-09-15 18:25:29",1,"Beowulf > 
Beowulf > Adaptations > 
Beowulf > Translations into English > 
Beowulf. > Translations into English > 
Civilization, Anglo-Saxon > Poetry > 
Civilization, Medieval > Poetry > 
Dragons > Drama > 
Dragons > Drama
Dragons > Poetry > 
Dragons > Poetry
Dragons in literature > 
English poetry > Modernized versions
English poetry > Old English, ca. 450-1100 > Modernized versions > 
English poetry > Old English, ca. 450-1100 > Translations into English > 
English poetry > Translations from Anglo-Saxon > 
Epic poetry, English (Old) > 
Epic poetry, English (Old) > Adaptations > 
Epic poetry, English (Old) > Adaptations
Epic poetry, English (Old) > History and criticism > 
Epic poetry, English (Old) > History and criticism
Epic poetry, English (Old) > Modernized versions > 
Epic poetry, English (Old) > Modernized versions
Epic poetry, English (Old)
Heroes > Poetry > 
Heroes > Poetry
Heroes > Scandinavia > Drama > 
Heroes > Scandinavia > Drama
Heroes > Scandinavia > Poetry > 
Heroes > Scandinavia > Poetry
Monsters > Drama > 
Monsters > Drama
Monsters > Poetry > 
Monsters > Poetry
Monsters in literature > 
Old English poe","Your library","translation,beowulf,hero,mythology,medieval"
"Life on the English Manor: A Study of Peasant Conditions 1150-1400 (Cambridge Studies in Medieval Life and Thought: Fourth Series)","H. S. Bennett","Bennett, H. S.",1937,,,[0521091055],"Cambridge University Press (1937), Paperback, 396 pages",,0,,"2014-09-20 01:02:37",1,"England > Economic conditions > 1066-1485 > 
England > Economic conditions > 1066-1485
England > Social conditions > 1066-1485 > 
England > Social conditions > 1066-1485
England > Social conditions > Medieval period, 1066-1485 > 
England > Social life and customs > 
Manors > England > History > 
Manors > England > History > To 1500 > 
Manors > England > History
Manors > Great Britain > 
Peasantry > England > 
Peasantry > England > History > 
Peasantry > England > History > To 1500 > 
Peasantry > England > History","Your library","history,england,peasants,medieval,nonfiction"
"The Chicago Manual of Style: For Authors, Editors and Copywriters","The University of Chicago press","press, The University of Chicago",1982,,,[0226103900],"University of Chicago Press (1982), Edition: 13th, Hardcover, 738 pages",,0,,"2014-09-20 01:02:38",1,"âEditeurs > âEtats-Unis > Guides, manuels, etc > 
Art d'âecrire > Guides, manuels, etc > 
Authorship > 
Authorship > handbooks > 
Authorship > Handbooks, manuals, etc > 
Authorship > Handbooks, manuals, etc
Authorship > Style manuals > 
Authorship > Style manuals
Authorship--Handbooks, manuals, etc > 
Codes typographiques > 
Codes typographiques > âEtats-Unis > 
Editing > Handbooks, manuals, etc > 
Editing > Handbooks, manuals, etc
Printing > handbooks > 
Printing > Style manuals > 
Printing > Style manuals
Printing > United States > Style manuals > 
Printing, Practical > Style manuals > 
Printing, practical > United States > Style manuals > 
Printing, Practical--United States--Style manuals > 
Publishers and publishing > United States > Handbooks, manuals, etc > 
Publishers and publishing--United States--Handbooks, manuals, etc > 
Publishing > 
Publishing > handbooks > 
Writing > 
Writing > handbooks","Your library","reference,writing,nonfiction"
"After Such Pleasures","Dorothy Parker","Parker, Dorothy",1940,,,[1121324355],"Sun Dial (1940), Edition: Reprint, Hardcover, 232 pages",,0,,"2014-09-20 01:02:38",1,,"Your library","short stories,humor,feminism"
"Witchcraft and Magic in Europe, Vol. 6: The Twentieth Century (Witchcraft and Magic in Europe)","Bengt Ankarloo","Ankarloo, Bengt",1999,,,[0812217071],"University of Pennsylvania Press (1999), Paperback, 256 pages",,0,,"2014-10-02 15:59:28",1,,"Your library","witchcraft,occult,history,nonfiction"
"The Werewolf in Lore and Legend (Dover Occult)","Montague Summers","Summers, Montague",2003,,,[0486430901],"Dover Publications (2003), Paperback, 338 pages",,0,,"2014-10-02 15:59:28",1,"Werewolves > 
Werewolves","Your library","werewolves,history,mythology,occult,nonfiction"
"Hiroshige: One Hundred Famous Views of Edo (Go)","Melanie Treade","Treade, Melanie",2010,,,[3836521202],"Taschen (2010), Edition: Reprint, Hardcover, 240 pages",,0,,"2014-10-02 15:59:29",1,,"Your library","art,japan,nonfiction,RECOMMENDER:Jesse"
"The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography","Simon Singh","Singh, Simon",2000,,,[0385495323],"Anchor (2000), Edition: Reprint, Paperback, 432 pages",,0,,"2014-10-02 15:59:29",1,"Ciphers > 
Ciphers > History > 
Ciphers > History
Ciphers
Coding theory > 
Coding theory
Confidential communications > 
Confidential communications
Cryptography > 
Cryptography > History > 
Cryptography > History
Cryptography
Data encryption (Computer science) > 
Data encryption (Computer science) > History > 
Data encryption (Computer science) > History
Data encryption (Computer science)","Your library","cryptography,computers,espionage,nonfiction"
"Sweet Tooth Vol. 1: Out of the Deep Woods","Jeff Lemire","Lemire, Jeff",2010,,,[1401226965],"Vertigo (2010), Edition: First Edition, Paperback, 128 pages",,0,,"2014-10-02 15:59:30",1,,"Your library","apocalypse,dystopia,anthropomorphism,graphic novels & comics,RECOMMENDER:Tessa"
"A Perfect Vacuum","Stanislaw Lem","Lem, Stanislaw",1999,,,[0810117339],"Northwestern University Press (1999), Edition: 1, Paperback, 229 pages",,0,,"2014-10-02 15:59:30",1,"Imaginary books and libraries > Reviews > 
Imaginary books and libraries > Reviews","Your library","fictional nonfiction,metafiction,books"
"Live Alone and Like It: The Classic Guide for the Single Woman","Marjorie Hillis","Hillis, Marjorie",2008,,,[0446178225],"5 Spot (2008), Edition: 1st Us Edition, Paperback, 176 pages",,0,,"2014-10-02 15:59:30",1,"Single women > 
Single women
Women > 
Women","Your library","women,lifestyle,nonfiction,RECOMMENDER:The Toast"
"The Amazing Screw-On Head and Other Curious Objects","Mike Mignola","Mignola, Mike",2010,,,[1595825010],"Dark Horse Books (2010), Edition: First edition, Hardcover, 104 pages",,0,,"2014-10-02 15:59:31",1,,"Your library","horror,graphic novels & comics"
"Stone Butch Blues: A Novel","Leslie Feinberg","Feinberg, Leslie",2004,,,[1555838537],"Alyson Books (2004), Paperback, 320 pages",,0,,"2014-10-02 15:59:31",1,"Coming out (Sexual orientation) > Fiction > 
Coming out (Sexual orientation) > Fiction
Lesbians > Fiction > 
Lesbians > Fiction
Psychological fiction > 
Psychological fiction
Transsexuals > Fiction > 
Transsexuals > Fiction","Your library","gender,queer,butch,novel"
"Female Masculinity","Judith Halberstam","Halberstam, Judith",1998,,,[0822322439],"Duke University Press Books (1998), Edition: 1, Paperback, 329 pages",,0,,"2014-10-02 15:59:32",1,"Gender identity > 
Gender identity
Gender identity in literature > 
Gender identity in literature
Gender identity in motion pictures > 
Gender identity in motion pictures
Lesbianism in literature > 
Lesbianism in literature
Lesbianism in motion pictures > 
Lesbianism in motion pictures
Lesbians > Identity > 
Lesbians > Identity
Sex role > 
Sex role
Transgenderism > 
Transgenderism
Transsexualism","Your library","gender,queer,butch,nonfiction,REFERENCES:1555838537,RECOMMENDER:The Toast,theory"
"Much Ado About Nothing: The Oxford Shakespeare Much Ado About Nothing (Oxford World's Classics)","William Shakespeare","Shakespeare, William",2008,,,[0199536112],"Oxford University Press (2008), Paperback, 224 pages",,0,,"2014-10-19 19:04:15",1,"Comedies > 
Comedies
Conspiracies > Drama > 
Conspiracies > Drama
Conspiracies > Juvenile drama > 
Courtship > Drama > 
Courtship > Drama
Courtship > Juvenile drama > 
Messina (Italy) > Drama > 
Messina (Italy) > Drama
Messina (Italy) > Juvenile drama > 
Rejection (Psychology) > Drama > 
Rejection (Psychology) > Drama
Rejection (Psychology) > Juvenile drama > 
Shakespeare, William, 1564-1616. Much ado about nothing","Your library","theater,romance,play"
"The Tale of Genji (2 Volume Set in Art Slipcase)","Murasaki Shikibu","Shikibu, Murasaki",1976,,,[0394483286],"Random House Inc (T) (1976), Edition: 1st, Hardcover, 1090 pages",,0,,"2014-10-19 19:04:15",1,"Aristocracy (Social class) > Japan > Fiction > 
Aristocracy (Social class) > Japan > Fiction
Japan > Fiction > 
Japan > Fiction
Japan > Fiction. > To 1600
Japan > Social life and customs > 794-1185 > Fiction > 
Japan > Social life and customs > 794-1185 > Fiction
Japan > Social life and customs > To 1600 > Fiction > 
Parables > 
Parables
Princes > Japan > Fiction > 
Princes > Japan > Fiction
Romances > 
Romances
Waley, Arthur, translator","Your library","japan,medieval,novel"
"The Tempest (Case Studies in Critical Controversy)","William Shakespeare","Shakespeare, William",2000,,,[0312197667],"Bedford/St. Martin's (2000), Edition: First Edition, Paperback, 350 pages",,0,,"2014-10-19 19:04:15",1,"Fathers and daughters > Drama > 
Fathers and daughters > Drama
Islands > Drama > 
Islands > Drama
Magicians > Drama > 
Magicians > Drama
Political refugees > Drama > 
Political refugees > Drama
Shipwreck victims > Drama > 
Shipwreck victims > Drama
Spirits > Drama > 
Spirits > Drama
Tragicomedy > 
Tragicomedy","Your library","theater,magic,islands,shipwreck,REFERENCES:1578631785"
"The Collected Poems","Sylvia Plath","Plath, Sylvia",1992,,,[0060909005],"Harper Perennial (1992), Edition: 1st U.S., Perfect Paperback, 351 pages",,0,,"2014-10-19 19:04:15",1,,"Your library","poetry,depression"
"The Golden Bough: A Study in Magic and Religion (1 Volume, Abridged Edition)","Sir James George Frazer","Frazer, Sir James George",1985,,,[0020955707],"Collier Books  Publishing (1985), Edition: Abridged, Paperback, 864 pages",,0,,"2014-10-19 19:04:16",1,"Magic > 
Magic
Mythology > 
Mythology
Religion > 
Religion
Religion, Primitive > 
Romanian literature > 20th century > History and criticism > Periodicals > 
Romanian literature > 20th century > Periodicals > 
Romanian literature > Translations into English > Periodicals > 
Romanian literature > Translations into French > Periodicals > 
Romanian literature > Translations into German > Periodicals > 
Superstition > 
Superstition","Your library","magic,religion,nonfiction,theory,mythology,anthropology"
"Black Sun: Alchemy, Diaspora and Heterotopia (Arnolfini Gallery Exhibition Catalogues)","Shezad Dawood","Dawood, Shezad",2014,,,[1905464843],"Ram Publications (2014), Hardcover, 194 pages",,0,,"2014-10-21 18:55:14",1,,"Your library","alchemy,diaspora,art,race,nonfiction,books,REFERENCES:0399141308,REFERENCES:0425192938,REFERENCES:0399145796"
"Y: The Last Man, Vol. 10: Whys and Wherefores","Brian Vaughan","Vaughan, Brian",2008,,,[140121813X],"Vertigo (2008), Paperback, 168 pages",,0,,"2014-10-21 18:55:15",1,,"Your library","gender,apocalypse,graphic novels & comics"
"Herodotus: The History",Herodotus,Herodotus,1988,,,[0226327728],"University of Chicago Press (1988), Edition: 1, Paperback, 710 pages",,0,,"2014-10-21 18:55:15",1,"Greece > History > 
Greece > History > Ionian Revolt, 499-494 B.C > 
Greece > History > Peloponnesian War, 431-404 B.C > 
Greece > History > Peloponnesian War, 431-404 B.C
Greece > History > Persian Wars, 500-449 B.C > 
Greece > History > Persian Wars, 500-449 B.C
Greece > History > To 146 B.C > 
Greece > History > To 146 B.C
Greece > History
History, Ancient > 
History, Ancient
Marathon, Battle of, Greece, 490 B.C > 
Sardis (Extinct city)","Your library","greece,history,nonfiction"
"The Remains of the Day","Kazuo Ishiguro","Ishiguro, Kazuo",1990,,,[0679731725],"Vintage International (1990), Edition: 1st, Paperback, 245 pages",,0,,"2014-10-26 18:13:14",1,"Butlers > Fiction
Country homes > Fiction > 
Country homes > Fiction
Domestics > Fiction > 
Domestics > Fiction
England > Fiction > 
England > Fiction
Film adaptations > 
Historical fiction > 
Historical fiction
Love stories > 
Love stories
Video recordings for the hearing impaired","Your library","novel,WWII,england"
"The Flame Alphabet (Vintage Contemporaries)","Ben Marcus","Marcus, Ben",2012,,,[9780307739971],"Vintage (2012), Paperback, 304 pages",,0,,"2014-10-26 18:13:14",1,,"Your library","language,novel,RECOMMENDER:Edbury,disease,family,judaism,plague,salt"
"Eugene Onegin (Penguin Classics)","Alexander Pushkin","Pushkin, Alexander",2003,,,[0140448039],"Penguin Classics (2003), Edition: Revised, Paperback, 240 pages",,0,,"2014-10-26 18:13:14",1,"English poetry > Translations from Russian > 
Historical fiction > 
Historical fiction
Man-woman relationships > Poetry > 
Novels in verse > 
Novels in verse
Russia > History > 1801-1917 > Fiction > 
Russia > History > 1801-1917 > Poetry > 
Russia > History > 1801-1917 > Poetry
Russia > Poetry > 
Russia > Social life and customs > Fiction > 
Russia > Social life and customs > Fiction
Russian poetry > 
Russian poetry > Translations into English","Your library","russia,novel,poetry"
"The Aesthetics of Disappearance (Semiotext(e) / Foreign Agents)","Paul Virilio","Virilio, Paul",2009,,,[9781584350743],"Semiotext(e) (2009), Edition: new edition, Paperback, 128 pages",,0,,"2014-10-29 14:48:14",1,Aesthetics,"Your library","essays,philosophy,aesthetics,art theory,theory,postmodern,nonfiction"
"The Man Who Was Thursday","G. K. Chesterton","Chesterton, G. K.",2010,,,[9781603863308],"Watchmaker Publishing (2010), Paperback, 136 pages",,0,,"2014-10-29 14:48:14",1,"Allegories > 
Allegories
Anarchists > Fiction > 
Anarchists > Fiction
Detective and mystery stories > 
Detective and mystery stories
Fantastic fiction > 
Fantastic fiction
Fantasy fiction > 
Fantasy fiction
London (England) > Fiction > 
London (England) > Fiction
Mystery fiction > 
Mystery fiction","Your library","anarchy,mystery,novel,religion,spy"
"The Nature of Things","Francis Ponge","Ponge, Francis",1995,,,[0873760808],"Red Dust (1995), Paperback, 52 pages",,0,,"2014-10-29 14:48:15",1,,"Your library","poetry,france,prose poetry,nature,objects"
"The True Confessions of Charlotte Doyle",Avi,Avi,2003,,,[0380714752],"HarperCollins (2003), Paperback, 278 pages",,0,,"2014-10-29 14:48:15",1,"Mutiny > Fiction > 
Mutiny > Fiction
Sea stories > 
Sea stories
Self-perception > Fiction > 
Self-perception > Fiction
Sex role > Fiction > 
Sex role > Fiction
Ships > Fiction > 
Ships > Fiction","Your library","children's,adventure,sailing,ocean,pirates,murder"
